"Ligand: 73581
1wwj_v,3,2.781,0.9269,0.926215,0,3,0,0,0,0,Circadian clock protein kaiB,NONE,P74645,"Posttranslational modification, protein turnover, chaperones",NONE,NONE,,,,"
"
1jim_v,3,2.752,0.9173,0.799468,1,2,0,0,0,0,Chymotrypsin-like elastase family member 1,NONE,P00772,Involved in protease activity,NONE,NONE,,,,"
"
1ws2_v,3,2.751,0.917,0.868032,0,2,1,0,0,0,Uricase,NONE,Q00511,"Secondary metabolites biosynthesis, transport and catabolism",NONE,NONE,,,,"
"
1cb0_v,3,2.735,0.9116,0.707287,0,1,2,0,0,0,S-methyl-5-thioadenosine phosphorylase,NONE,Q13126,Nucleotide transport and metabolism,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1md3_v,3,2.732,0.9107,0.621126,1,2,0,0,0,0,Glutathione S-transferase P,TRANSFERASE,GSTP1_HUMAN,Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles.,NONE,NONE,,,,"
"
2nmx_v,3,2.71,0.9034,0.670361,1,1,1,0,0,0,Carbonic anhydrase 1,LYASE,CAH1_HUMAN,Reversible hydration of carbon dioxide.,NONE,NONE,,,,"
"
1aur_v,3,2.698,0.8994,0.630148,1,2,0,0,0,0,Carboxylesterase 2,NONE,Q53547,Hydrolyzes carboxylic ester bonds with relatively broad substrate specificity,NONE,NONE,,,,"
"
1v0h_v,4,3.584,0.896,3.5802,1,2,1,0,0,0,Ascorbate peroxidase,NONE,Q43758,Involved in peroxidase activity,NONE,"Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent.",,,,"
"
1h3j_v,3,2.639,0.8796,0.398369,0,2,1,0,0,0,Peroxidase,NONE,P28314,Involved in peroxidase activity,NONE,NONE,,,,"
"
1w8m_v,3,2.637,0.8791,0.262631,1,2,0,0,0,0,Peptidyl-prolyl cis-trans isomerase A,NONE,P62937,"Posttranslational modification, protein turnover, chaperones",NONE,"For treatment of transplant rejection, rheumatoid arthritis, severe psoriasis",,,,"
"
1va4_v,3,2.596,0.8652,0.270287,0,2,1,0,0,0,Arylesterase,NONE,P22862,"Bifunctional enzyme, capable of both ester hydrolysis and halogenation. Has a low bromoperoxidase activity. Acts on many phenolic esters.",NONE,NONE,,,,"
"
1p0i_v,3,2.592,0.8639,0.0800393,1,2,0,0,0,0,Cholinesterase,HYDROLASE,CHLE_HUMAN,NONE,"Defects in BCHE are the cause of butyrylcholinesterase deficiency (BChE deficiency) [MIM:177400]. BChE deficiency is a metabolic disorder characterized by prolonged apnoea after the use of certain anesthetic drugs, including the muscle relaxants succinylcholine or mivacurium and other ester local anesthetics. The duration of the prolonged apnoea varies significantly depending on the extent of the enzyme deficiency. BChE deficiency is a multifactorial disorder. The hereditary condition is transmitted as an autosomal recessive trait.","Neurotoxicity, drug-induced;Toxicity;Alzheimers disease",,,,"
"
1wom_v,3,2.584,0.8612,0.230223,0,3,0,0,0,0,Sigma factor sigB regulation protein rsbQ,NONE,O07015,Involved in hydrolase activity,NONE,NONE,,,,"
"
1rcj_v,4,3.437,0.8592,1.74043,1,3,0,0,0,0,Beta-lactamase SHV-1,NONE,P0AD64,NONE,NONE,NONE,,,,"
"
3bls_v,3,2.556,0.8519,0.0811501,1,1,1,0,0,0,Beta-lactamase,CEPHALOSPORINASE,AMPC_ECOLI,This protein is a serine beta-lactamase with a substrate specificity for cephalosporins.,NONE,NONE,,,,"
"
1xzz_v,3,2.538,0.8461,0.222365,0,2,1,0,0,0,"Inositol 1,4,5-trisphosphate receptor type 1",NONE,P11881,"Intracellular channel that mediates calcium release from the endoplasmic reticulum following stimulation by inositol 1,4,5-trisphosphate. Involved in the regulation of epithelial secretion of electrolytes and fluid through the interaction with AHCYL1 (PubMed:23542070). Plays a role in ER stress-induced apoptosis. Cytoplasmic calcium released from the ER triggers apoptosis by the activation of CaM kinase II, eventually leading to the activation of downstream apoptosis pathways.",NONE,NONE,,,,"
"
1req_v,3,2.53,0.8433,-0.0329841,0,3,0,0,0,0,Methylmalonyl-CoA mutase large subunit,NONE,P11653,Catalyzes the isomerization of succinyl-CoA to methylmalonyl-CoA during synthesis of propionate from tricarboxylic acid-cycle intermediates.,NONE,NONE,,,,"
"
3eko_v,3,2.528,0.8427,0.166984,1,1,1,0,0,0,Heat shock protein HSP 90-alpha,NONE,P07900,"Posttranslational modification, protein turnover, chaperones",NONE,For the prevention of disseminated <i>Mycobacterium avium</i> complex (MAC) disease in patients with advanced HIV infection.,,,,"
"
1q9b_v,3,2.517,0.8391,0.152156,1,2,0,0,0,0,Pro-hevein,NONE,P02877,N-acetyl-D-glucosamine / N-acetyl-D-neuraminic acid binding lectin. Can inhibit fungal growth.,NONE,NONE,,,,"
"
1kme_v,3,2.516,0.8387,0.219907,0,2,1,0,0,0,Bacteriorhodopsin,NONE,P02945,Involved in ion channel activity,NONE,NONE,,,,"
"
1sr0_v,3,2.486,0.8286,-0.188827,0,3,0,0,0,0,Chitinase-3-like protein 1,NONE,Q6TMG6,Involved in chitinase activity,NONE,NONE,,,,"
"
1rzp_v,3,2.477,0.8255,-0.174682,1,2,0,0,0,0,Copper-containing nitrite reductase,NONE,P25006,"Secondary metabolites biosynthesis, transport and catabolism",NONE,NONE,,,,"
"
1q8m_v,3,2.355,0.7849,-0.292773,1,2,0,0,0,0,Triggering receptor expressed on myeloid cells 1,NONE,Q9NP99,Involved in immune triggering activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1gx2_v,3,2.347,0.7825,-0.430776,1,1,1,0,0,0,Peroxidase C1A,NONE,P00433,Involved in peroxidase activity,NONE,NONE,,,,"
"
1lyw_v,3,2.328,0.7761,-0.478405,1,2,0,0,0,0,Cathepsin D,ASPARTIC PROTEASE,CATD_HUMAN,Acid protease active in intracellular protein breakdown. Involved in the pathogenesis of several diseases such as breast cancer and possibly Alzheimer disease.,"Defects in CTSD are the cause of neuronal ceroid lipofuscinosis 10 (CLN10) [MIM:610127]; also known as neuronal ceroid lipofuscinosis due to cathepsin D deficiency. The neuronal ceroid lipofuscinosis are a group of progressive neurodegenerative diseases in children and in adults, characterized by visual and mental decline, motor disturbance, epilepsy and behavioral changes.",NONE,,,,"
"
1jd0_v,3,2.31,0.7701,-0.494913,0,2,1,0,0,0,Carbonic anhydrase 12,LYASE,CAH12_HUMAN,Reversible hydration of carbon dioxide.,NONE,NONE,,,,"
"
1xmx_v,3,2.292,0.7638,-0.351618,0,2,1,0,0,0,Hypothetical protein VC1899,NONE,Q9KQU9,NONE,NONE,NONE,,,,"
"
1if2_v,5,3.753,0.7506,3.99657,0,4,0,0,1,0,Triosephosphate isomerase,NONE,P48499,Carbohydrate transport and metabolism,NONE,NONE,,,,"
"
1yw1_v,5,3.747,0.7494,3.9246,0,4,1,0,0,0,Putative monooxygenase moxC,NONE,O34974,Energy production and conversion,NONE,NONE,,,,"
"
1vhz_v,3,2.238,0.7459,-0.744484,0,3,0,0,0,0,ADP compounds hydrolase nudE,NONE,P45799,Involved in hydrolase activity,NONE,NONE,,,,"
"
1c5o_v,4,2.972,0.7429,1.3435,1,2,0,1,0,0,Prothrombin,BLOOD CLOTTING,THRB_HUMAN,"Thrombin, which cleaves bonds after Arg and Lys, converts fibrinogen to fibrin and activates factors V, VII, VIII, XIII, and, in complex with thrombomodulin, protein C. Functions in blood homeostasis, inflammation and wound healing.","Defects in F2 are the cause of various forms of dysprothrombinemia [MIM:176930].;Genetic variations in F2 may be a cause of susceptibility to ischemic stroke [MIM:601367]; also known as cerebrovascular accident or cerebral infarction. A stroke is an acute neurologic event leading to death of neural tissue of the brain and resulting in loss of motor, sensory and/or cognitive function. Ischemic strokes, resulting from vascular occlusion, is considered to be a highly complex disease consisting of a group of heterogeneous disorders with multiple genetic and environmental risk factors.",Deep vein thrombosis;Thrombocytopenia;Cerebrovascular disease;Wound healing;Ebola virus infection;Bone injury;Cerebrovascular ischemia;Restenosis;Thrombosis;Diabetic foot ulcer;Ischemic heart disease;Marburg virus infection;Myocardial disease;Embolism and thrombosis;Myocardial infarction;Cartilage disease;Thromboembolism;Coronary artery disease;Hemophilia;Blood clotting disorder;Bleeding;Atrial fibrillation;Skin burns;Disseminated intravascular coagulation;Connective tissue disease;Lung embolism;Cardiovascular disease;Sepsis;Angina;Infarction,,,,"
"
1pq9_v,3,2.227,0.7424,-0.932072,1,2,0,0,0,0,Oxysterols receptor LXR-beta,TRANSCRIPTION REGULATION,NR1H2_HUMAN,Orphan receptor. Binds preferentially to double-stranded oligonucleotide direct repeats having the consensus half-site sequence 5-AGGTCA-3 and 4-nt spacing (DR-4).,NONE,Lipid metabolism disorder;Atherosclerosis,,,,"
"
1jsv_v,4,2.952,0.7381,1.22633,1,3,0,0,0,0,Cell division protein kinase 2,NONE,P24941,Involved in protein kinase activity,NONE,NONE,,,,"
"
1csb_v,4,2.952,0.738,1.39803,1,3,0,0,0,0,Cathepsin B,HYDROLASE (THIOL PROTEASE),CATB_HUMAN,Thiol protease which is believed to participate in intracellular degradation and turnover of proteins. Has also been implicated in tumor invasion and metastasis.,NONE,Myocardial infarction;Arthritis;Inflammation;Cancer,,,,"
"
1bjq_v,4,2.947,0.7367,1.02407,0,3,1,0,0,0,Seed lectin subunit I,NONE,P05045,Involved in sugar binding,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1gic_v,5,3.682,0.7365,3.42793,0,4,1,0,0,0,Concanavalin-A,NONE,P02866,D-mannose specific lectin.,NONE,NONE,,,,"
"
1mrj_v,4,2.946,0.7365,1.30849,0,2,2,0,0,0,Ribosome-inactivating protein alpha-trichosanthin,NONE,P09989,Involved in rRNA N-glycosylase activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
4hmg_v,4,2.935,0.7338,1.40738,0,3,1,0,0,0,Hemagglutinin,NONE,P03437,Involved in host cell surface receptor binding,NONE,NONE,,,,"
"
1wbl_v,3,2.2,0.7333,-0.968979,0,2,1,0,0,0,Basic agglutinin,NONE,O24313,Involved in sugar binding,NONE,NONE,,,,"
"
1bem_v,4,2.927,0.7319,1.17071,1,3,0,0,0,0,"Cytochrome c peroxidase, mitochondrial",NONE,P00431,Inorganic ion transport and metabolism,NONE,NONE,,,,"
"
1d4d_v,4,2.922,0.7306,1.1647,0,3,0,0,1,0,Fumarate reductase flavoprotein subunit,NONE,P83223,Energy production and conversion,NONE,NONE,,,,"
"
1jls_v,3,2.188,0.7294,-0.771736,0,2,1,0,0,0,Uracil phosphoribosyltransferase,TRANSFERASE,UPP_TOXGO,NONE,NONE,NONE,,,,"
"
1v08_v,3,2.184,0.728,-0.701285,0,2,1,0,0,0,"Beta-glucosidase, chloroplastic",NONE,P49235,Carbohydrate transport and metabolism,NONE,NONE,,,,"
"
1f9g_v,4,2.91,0.7276,1.26632,0,3,1,0,0,0,Hyaluronate lyase,NONE,Q54873,Involved in hyaluronidase activity,NONE,"Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent.",,,,"
"
1grx_v,4,2.907,0.7267,1.24061,1,2,0,1,0,0,Glutaredoxin-1,NONE,P68688,"The disulfide bond functions as an electron carrier in the glutathione-dependent synthesis of deoxyribonucleotides by the enzyme ribonucleotide reductase. In addition, it is also involved in reducing some disulfide bonds in a coupled system with glutathione reductase.",NONE,NONE,,,,"
"
1az1_v,4,2.906,0.7264,1.30308,1,3,0,0,0,0,Aldose reductase,OXIDOREDUCTASE,ALDR_HUMAN,Catalyzes the NADPH-dependent reduction of a wide variety of carbonyl-containing compounds to their corresponding alcohols with a broad range of catalytic efficiencies.,"In diabetes and galactosemia, increased AR activity leads to high levels of sorbitol and galactitol, respectively, in the cells of many tissues. Accumulation of sugar alcohols has been shown to cause osmotic cataracts in the lens. AR is also thought to play a key role in diabetic complications of three other target tissues, namely, nerve, kidney and retina.",Neuropathy;Diabetic neuropathy;Diabetic foot ulcer;Diabetic complication;Diabetic nephropathy;Retinopathy;Ocular disease;Central nervous system disease;Diabetic retinopathy;Diabetes mellitus;Diabetic cataract;Cataract,,,,"
"
2qwj_v,4,2.9,0.7251,1.27387,0,3,1,0,0,0,Neuraminidase,NONE,P03472,"Catalyzes the removal of terminal sialic acid residues from viral and cellular glycoconjugates. Cleaves off the terminal sialic acids on the glycosylated HA during virus budding to facilitate virus release. Additionally helps virus spread through the circulation by further removing sialic acids from the cell surface. These cleavages prevent self-aggregation and ensure the efficient spread of the progeny virus from cell to cell. Otherwise, infection would be limited to one round of replication. Described as a receptor-destroying enzyme because it cleaves a terminal sialic acid from the cellular receptors. May facilitate viral invasion of the upper airways by cleaving the sialic acid moities on the mucin of the airway epithelial cells. Likely to plays a role in the budding process through its association with lipid rafts during intracellular transport. May additionally display a raft-association independent effect on budding. Plays a role in the determination of host range restriction on replication and virulence. Sialidase activity in late endosome/lysosome traffic seems to enhance virus replication",NONE,NONE,,,,"
"
1l5b_v,4,2.897,0.7242,1.04512,1,1,1,0,1,0,Cyanovirin-N,NONE,P81180,Unknown,NONE,NONE,,,,"
"
1kww_v,4,2.896,0.7241,1.17193,0,3,1,0,0,0,Mannose-binding protein A,NONE,P19999,Involved in sugar binding,NONE,NONE,,,,"
"
1rkp_v,4,2.886,0.7215,1.15794,1,2,0,0,0,1,"cGMP-specific 3,5-cyclic phosphodiesterase",HYDROLASE,PDE5A_HUMAN,Plays a role in signal transduction by regulating the intracellular concentration of cyclic nucleotides. This phosphodiesterase catalyzes the specific hydrolysis of cGMP to 5- GMP.,NONE,Anal fissure;Raynauds disease;Cardiac failure;Thrombosis;Diabetic complication;Prostate hyperplasia;Erectile dysfunction;Urinary tract disease;Female sexual dysfunction;Vascular disease;Viral infection;Cancer;Atherosclerosis;Pulmonary disease;Metabolic disorder;Hypertension;Cardiovascular disease;Pulmonary hypertension;Angina;Male sexual dysfunction,,,,"
"
1mfu_v,4,2.884,0.721,1.13268,0,2,2,0,0,0,Alpha-amylase 1,NONE,P04745,Carbohydrate transport and metabolism,NONE,NONE,,,,"
"
1enu_v,5,3.602,0.7205,1.69732,1,2,1,0,0,1,Queuine tRNA-ribosyltransferase,NONE,P28720,"Translation, ribosomal structure and biogenesis",NONE,NONE,,,,"
"
1ogs_v,3,2.158,0.7193,-1.22965,0,3,0,0,0,0,Glucosylceramidase,HYDROLASE,GLCM_HUMAN,NONE,"Defects in GBA are the cause of Gaucher disease (GD) [MIM:230800]; also known as glucocerebrosidase deficiency. GD is the most prevalent lysosomal storage disease, characterized by accumulation of glucosylceramide in the reticulo-endothelial system. Different clinical forms are recognized depending on the presence (neuronopathic forms) or absence of central nervous system involvement, severity and age of onset.;Defects in GBA are the cause of Gaucher disease type 1 (GD1) [MIM:230800]; also known as adult non-neuronopathic Gaucher disease. GD1 is characterized by hepatosplenomegaly with consequent anemia and thrombopenia, and bone involvement. The central nervous system is not involved.;Defects in GBA are the cause of Gaucher disease type 2 (GD2) [MIM:230900]; also known as acute neuronopathic. GD2 is the most severe form and is universally progressive and fatal. It manifests soon after birth, with death generally occurring before patients reach two years of age.;Defects in GBA are the cause of Gaucher disease type 3 (GD3) [MIM:231000]; also known as subacute neuronopathic. GD3 has central nervous manifestations.;Defects in GBA are the cause of Gaucher disease type 3C [MIM:231005]; also known as pseudo-Gaucher disease or Gaucher-like disease.;Defects in GBA are the cause of perinatal lethal Gaucher disease [MIM:608013]. It is a distinct form of Gaucher disease type 2, characterized by fetal onset. Hydrops fetalis, in utero fetal death and neonatal distress are prominent features. When hydrops is absent, neurologic involvement begins in the first week and leads to death within 3 months. Hepatosplenomegaly is a major sign, and is associated with ichthyosis, arthrogryposis, and facial dysmorphism.;Perinatal lethal Gaucher disease is associated with non- immune hydrops fetalis [MIM:236750]. Hydrops fetalis is a generalized edema of the fetus with fluid accumulation in the body cavities.;Defects in GBA may be a risk factor in the development of Parkinson disease (PD) [MIM:168600]. Simultaneous occurrence of Parkinson disease and Gaucher disease is marked by atypical parkinsonism generally presenting by the fourth through sixth decades of life. The combination progresses inexorably and is refractory to conventional anti-Parkinson therapy.",Gaucher disease,,,,"
"
1gpm_v,4,2.872,0.7181,0.95119,0,3,1,0,0,0,GMP synthase [glutamine-hydrolyzing],NONE,P04079,Involved in catalytic activity,NONE,NONE,,,,"
"
1obl_v,4,2.853,0.7133,0.707837,0,3,0,0,1,0,Malonamidase E2,NONE,Q9ZIV5,"Involved in carbon-nitrogen ligase activity, with glutamine as amido-N-donor",NONE,NONE,,,,"
"
2fus_v,4,2.841,0.7103,1.13572,0,4,0,0,0,0,Fumarate hydratase class II,NONE,P05042,Energy production and conversion,NONE,NONE,,,,"
"
1dic_v,4,2.84,0.71,0.959575,2,2,0,0,0,0,Complement factor D,SERINE PROTEASE,CFAD_HUMAN,"Factor D cleaves factor B when the latter is complexed with factor C3b, activating the C3bbb complex, which then becomes the C3 convertase of the alternate pathway. Its function is homologous to that of C1s in the classical pathway.",Defects in CFD are the cause of complement factor D deficiency [MIM:134350]. This deficiency predisposes to invasive meningococcal disease.,Autoimmune disease;Reperfusion injury;Age related macular degeneration,,,,"
"
5gal_v,4,2.839,0.7099,1.05983,0,4,0,0,0,0,Galectin-7,LECTIN,LEG7_HUMAN,Could be involved in cell-cell and/or cell-matrix interactions necessary for normal growth control. Pro-apoptotic protein that functions intracellularly upstream of JNK activation and cytochrome c release.,NONE,NONE,,,,"
"
1mud_v,4,2.824,0.706,0.68717,0,3,1,0,0,0,A/G-specific adenine glycosylase,NONE,P17802,Involved in catalytic activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1cs1_v,4,2.81,0.7025,0.667124,0,4,0,0,0,0,Cystathionine gamma-synthase,NONE,P00935,Involved in pyridoxal phosphate binding,NONE,NONE,,,,"
"
2prg_v,4,2.806,0.7016,0.967678,2,2,0,0,0,0,Peroxisome proliferator-activated receptor gamma,COMPLEX (THIAZOLIDINEDIONE/RECEPTOR),PPARG_HUMAN,"Receptor that binds peroxisome proliferators such as hypolipidemic drugs and fatty acids. Once activated by a ligand, the receptor binds to a promoter element in the gene for acyl-CoA oxidase and activates its transcription. It therefore controls the pero","Defects in PPARG can lead to type 2 insulin-resistant diabetes and hyptertension.;Defects in PPARG may be associated with susceptibility to obesity [MIM:601665].;Defects in PPARG may be associated with colon cancer.;Defects in PPARG are the cause of familial partial lipodystrophy type 3 (FPLD3) [MIM:604367]. Familial partial lipodystrophies (FPLD) are a heterogeneous group of genetic disorders characterized by marked loss of subcutaneous (sc) fat from the extremities. Affected individuals show an increased preponderance of insulin resistance, diabetes mellitus and dyslipidemia.;Variation in PPARG is associated with carotid intimal medial thickness 1 (CIMT1) [MIM:609338]. CIMT is a measure of atherosclerosis that is independently associated with traditional atherosclerotic cardiovascular disease risk factors and coronary atherosclerotic burden. 35 to 45% of the variability in multivariable-adjusted CIMT is explained by genetic factors.",Asthma;Cerebrovascular ischemia;Conjunctivitis;Inflammation;Multiple sclerosis;Fibrosis;Unidentified indication;Psoriasis;Heart arrhythmia;Rheumatoid arthritis;Atherosclerosis;Corneal disease;Cardiovascular disease;Ulcerative colitis;Alzheimers disease;Infertility;Syndrome X;Lipid metabolism disorder;Non-insulin dependent diabetes;Metabolic disorder;Diabetic complication;Hyperlipidemia;Lacrimal gland disease;Myocardial infarction;Obesity;Coronary artery disease;Insulin dependent diabetes;Vascular disease;Cancer;Cognitive disorder;Hypertension;Diabetes mellitus;Osteoporosis;Dermatological disease,,,,"
"
1xpj_v,4,2.799,0.6998,0.753568,0,3,1,0,0,0,Hypothetical protein VC0232,NONE,Q9KVB4,NONE,NONE,NONE,,,,"
"
1k2i_v,4,2.796,0.6991,0.796199,1,3,0,0,0,0,Chymotrypsinogen A,NONE,P00766,Involved in protease activity,NONE,NONE,,,,"
"
1yqq_v,4,2.795,0.6987,0.895821,0,2,2,0,0,0,Xanthosine phosphorylase,NONE,P45563,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
2pow_v,4,2.794,0.6985,0.8941,1,3,0,0,0,0,Carbonic anhydrase 2,LYASE,CAH2_HUMAN,Essential for bone resorption and osteoclast differentiation (By similarity). Reversible hydration of carbon dioxide.,"Defects in CA2 are the cause of autosomal recessive osteopetrosis type 3 (OPTB3) [MIM:259730]; also known as osteopetrosis with renal tubular acidosis, carbonic anhydrase II deficiency syndrome, Guibaud-Vainsel syndrome or marble brain disease. Osteopetrosis is a rare genetic disease characterized by abnormally dense bone, due to defective resorption of immature bone. The disorder occurs in two forms: a severe autosomal recessive form occurring in utero, infancy, or childhood, and a benign autosomal dominant form occurring in adolescence or adulthood. Autosomal recessive osteopetrosis is usually associated with normal or elevated amount of non-functional osteoclasts. OPTB3 is associated with renal tubular acidosis, cerebral calcification (marble brain disease) and in some cases with mental retardation.",NONE,,,,"
"
1vr0_v,4,2.794,0.6984,0.257142,0,3,0,0,1,0,Probable 2-phosphosulfolactate phosphatase,NONE,Q97E82,Coenzyme transport and metabolism,NONE,NONE,,,,"
"
1ldq_v,4,2.793,0.6982,0.782574,1,2,1,0,0,0,Avidin,NONE,P02701,The biological function of avidin is not known. Forms a strong non-covalent specific complex with biotin (one molecule of biotin per subunit of avidin),NONE,NONE,,,,"
"
2sn3_v,4,2.792,0.698,0.802789,2,2,0,0,0,0,Toxin CsEv3,NONE,P01494,Involved in sodium channel inhibitor activity,NONE,NONE,,,,"
"
2arc_v,4,2.791,0.6977,0.687511,0,2,2,0,0,0,Arabinose operon regulatory protein,NONE,P0A9E0,This protein controls the expression of at least six genes that are involved in the transport and catabolism of L-arabinose. It regulates initiation of transcription of the araBAD operon and it also controls its own synthesis. The L-arabinose operon displays both positive and negative regulation through AraC.,NONE,NONE,,,,"
"
1qfl_v,4,2.788,0.6971,0.890146,1,2,1,0,0,0,Acetyl-CoA acetyltransferase,NONE,P07097,Lipid transport and metabolism,NONE,NONE,,,,"
"
1d7x_v,4,2.785,0.6961,0.880462,1,1,2,0,0,0,Stromelysin-1,HYDROLASE,MMP3_HUMAN,"Can degrade fibronectin, laminin, gelatins of type I, III, IV, and V; collagens III, IV, X, and IX, and cartilage proteoglycans. Activates procollagenase.",NONE,NONE,,,,"
"
1soj_v,4,2.777,0.6941,0.857856,1,2,0,0,0,1,"cGMP-inhibited 3,5-cyclic phosphodiesterase B",HYDROLASE,PDE3B_HUMAN,May play a role in fat metabolism.,NONE,NONE,,,,"
"
1jc9_v,4,2.775,0.6938,0.854603,0,2,2,0,0,0,Techylectin-5A,NONE,Q9U8W8,"Lectin involved in innate immunity. Agglutinates all types of human erythrocytes, Gram-positive and Gram-negative bacteria. Has a stronger agglutinating activity towards Gram-negative bacteria than towards Gram-positive bacteria. Specifically recognizes acetyl group-containing substances on agglutinated cells. The hemagglutinating activity was inhibited by EDTA, acetyl group-containing mono- and disaccharides, N-acetyl derivatives of amino acids, other acetyl group-containing substances, propionamide and benzamide. Enhances the antimicrobial activity of big defensin against Gram-positive bacteria but not against Gram-negative bacteria.",NONE,NONE,,,,"
"
1ik7_v,4,2.772,0.6929,0.85935,0,3,0,1,0,0,Probable serine/threonine-protein kinase pelle,NONE,Q05652,Involved in protein binding,NONE,NONE,,,,"
"
1o4f_v,4,2.77,0.6925,0.210188,1,2,0,0,1,0,Proto-oncogene tyrosine-protein kinase Src,SIGNALING PROTEIN,SRC_HUMAN,NONE,NONE,Hypercalcemia;Cancer;Osteoporosis;Cerebrovascular ischemia;Bone metastases;Metastasis;Solid tumor,,,,"
"
1gjm_v,4,2.763,0.6908,0.552424,2,2,0,0,0,0,Camphor 5-monooxygenase,NONE,P00183,"Secondary metabolites biosynthesis, transport and catabolism",NONE,For the relief of nicotine withdrawal symptoms and as an aid to smoking cessation.,,,,"
"
2ctc_v,4,2.762,0.6905,0.548605,1,1,1,0,1,0,Carboxypeptidase A1,NONE,P00730,"Carboxypeptidase that catalyzes the release of a C-terminal amino acid, but has little or no action with -Asp, -Glu, -Arg, -Lys or -Pro.",NONE,NONE,,,,"
"
1k7s_v,4,2.76,0.69,0.549043,2,2,0,0,0,0,Iron(3+)-hydroxamate-binding protein fhuD,NONE,P07822,Inorganic ion transport and metabolism,NONE,NONE,,,,"
"
1s5o_v,4,2.757,0.6892,0.823738,0,2,1,1,0,0,Carnitine O-acetyltransferase,TRANSFERASE,CACP_HUMAN,Carnitine acetylase is specific for short chain fatty acids. Carnitine acetylase seems to affect the flux through the pyruvate dehydrogenase complex. It may be involved as well in the transport of acetyl-CoA into mitochondria.,NONE,NONE,,,,"
"
1uwc_v,4,2.754,0.6884,0.568011,1,2,1,0,0,0,Feruloyl esterase A,NONE,O42807,"Involved in degradation of plant cell walls. Hydrolyzes the feruloyl-arabinose ester bond in arabinoxylans, and the feruloyl-galactose ester bond in pectin. Binds to cellulose.",NONE,NONE,,,,"
"
1tlz_v,4,2.751,0.6877,0.752448,0,3,0,0,0,1,Nucleoside-specific channel-forming protein tsx precursor,NONE,P0A927,Cell wall/membrane/envelope biogenesis,NONE,NONE,,,,"
"
