"Ligand: 73581
1vec_v,3,2.603,0.8677,0.338169,0,3,0,0,0,0,Probable ATP-dependent RNA helicase DDX6,RNA BINDING PROTEIN,DDX6_HUMAN,"In the process of mRNA degradation, may play a role in mRNA decapping.",A chromosomal aberration involving DDX6 may be a cause of hematopoietic tumors such as B-cell lymphomas. Translocation t(11;14)(q23;q32).,NONE,,,,"
"
1n2f_v,3,2.586,0.8619,0.405139,0,2,1,0,0,0,Organic hydroperoxide resistance protein,NONE,Q9HZZ3,"Posttranslational modification, protein turnover, chaperones",NONE,NONE,,,,"
"
1ujp_v,5,4.223,0.8445,6.60957,0,5,0,0,0,0,Tryptophan synthase alpha chain,NONE,P16608,Amino acid transport and metabolism,NONE,NONE,,,,"
"
1e2i_v,3,2.422,0.8075,0.140499,1,1,1,0,0,0,Thymidine kinase,TRANSFERASE,KITH_HHV11,"In latent infection, may allow the virus to be reactivated and to grow in cells lacking a high concentration of phosphorylated nucleic acid precursors, such as nerve cells that do not replicate their genome (By similarity).",NONE,Leukemia;Viral infection;Glioma;Cancer;Herpes simplex virus infection;Solid tumor;Varicella zoster virus infection;Liver tumor;HIV infection;Brain tumor;Graft versus host disease;Prostate tumor;Pancreas tumor;Melanoma;Cytomegalovirus infection;Ovary tumor,,,,"
"
2afu_v,3,2.369,0.7897,-0.101332,1,1,1,0,0,0,Glutaminyl-peptide cyclotransferase,TRANSFERASE,QPCT_HUMAN,Responsible for the biosynthesis of pyroglutamyl peptides. Has a bias against acidic and tryptophan residues adjacent to the N-terminal glutaminyl residue and a lack of importance of chain length after the second residue. Also catalyzes N-terminal pyroglu,NONE,NONE,,,,"
"
1xdj_v,3,2.354,0.7847,-0.168725,0,2,1,0,0,0,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,NONE,Q9X112,Cell wall/membrane/envelope biogenesis,NONE,NONE,,,,"
"
1wbl_v,3,2.331,0.7769,-0.504654,0,2,1,0,0,0,Basic agglutinin,NONE,O24313,Involved in sugar binding,NONE,NONE,,,,"
"
1jls_v,3,2.245,0.7484,-0.565971,0,2,1,0,0,0,Uracil phosphoribosyltransferase,TRANSFERASE,UPP_TOXGO,NONE,NONE,NONE,,,,"
"
1kww_v,4,2.984,0.746,1.53036,0,3,1,0,0,0,Mannose-binding protein A,NONE,P19999,Involved in sugar binding,NONE,NONE,,,,"
"
1h3f_v,4,2.979,0.7449,1.45113,1,1,2,0,0,0,Tyrosyl-tRNA synthetase,NONE,P83453,"Translation, ribosomal structure and biogenesis",NONE,NONE,,,,"
"
1kme_v,3,2.221,0.7403,-0.518026,0,2,1,0,0,0,Bacteriorhodopsin,NONE,P02945,Involved in ion channel activity,NONE,NONE,,,,"
"
1ra5_v,4,2.958,0.7394,1.262,2,1,1,0,0,0,Cytosine deaminase,NONE,P25524,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
2fus_v,4,2.942,0.7354,1.57573,0,4,0,0,0,0,Fumarate hydratase class II,NONE,P05042,Energy production and conversion,NONE,NONE,,,,"
"
1vr0_v,4,2.931,0.7327,0.906123,0,3,0,0,1,0,Probable 2-phosphosulfolactate phosphatase,NONE,Q97E82,Coenzyme transport and metabolism,NONE,NONE,,,,"
"
1m2p_v,4,2.929,0.7322,1.32694,1,3,0,0,0,0,Casein kinase II subunit alpha,NONE,P28523,Involved in protein kinase activity,NONE,NONE,,,,"
"
2pow_v,4,2.925,0.7312,1.32481,1,3,0,0,0,0,Carbonic anhydrase 2,LYASE,CAH2_HUMAN,Essential for bone resorption and osteoclast differentiation (By similarity). Reversible hydration of carbon dioxide.,"Defects in CA2 are the cause of autosomal recessive osteopetrosis type 3 (OPTB3) [MIM:259730]; also known as osteopetrosis with renal tubular acidosis, carbonic anhydrase II deficiency syndrome, Guibaud-Vainsel syndrome or marble brain disease. Osteopetrosis is a rare genetic disease characterized by abnormally dense bone, due to defective resorption of immature bone. The disorder occurs in two forms: a severe autosomal recessive form occurring in utero, infancy, or childhood, and a benign autosomal dominant form occurring in adolescence or adulthood. Autosomal recessive osteopetrosis is usually associated with normal or elevated amount of non-functional osteoclasts. OPTB3 is associated with renal tubular acidosis, cerebral calcification (marble brain disease) and in some cases with mental retardation.",NONE,,,,"
"
1vh8_v,4,2.921,0.7304,0.661222,0,3,0,0,1,0,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",NONE,P44815,"Involved in 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity",NONE,NONE,,,,"
"
1xnf_v,4,2.918,0.7294,1.38803,0,3,0,1,0,0,Lipoprotein nlpI precursor,NONE,P0AFB1,May be involved in cell division. Overexpression of nlpI results in the loss of the rod morphology and the formation of single prolate ellipsoids and pairs of prolate ellipsoids joined by partial constrictions,NONE,NONE,,,,"
"
1o9r_v,4,2.901,0.7254,1.01277,0,2,1,1,0,0,DNA protection during starvation protein,NONE,Q8UCK6,Involved in oxidoreductase activity,NONE,NONE,,,,"
"
1rdp_v,4,2.898,0.7245,1.24498,0,2,2,0,0,0,Cholera enterotoxin subunit B,NONE,P01556,The B subunit pentameric ring directs the A subunit to its target by binding to the GM1 gangliosides present on the surface of the intestinal epithelial cells. It can bind five GM1 gangliosides. It has no toxic activity by itself,NONE,NONE,,,,"
"
2pu4_v,4,2.898,0.7244,1.14246,2,2,0,0,0,0,Beta-lactamase,HYDROLASE,AMPC_ECOLI,This protein is a serine beta-lactamase with a substrate specificity for cephalosporins.,NONE,NONE,,,,"
"
1o4f_v,4,2.895,0.7238,0.748216,1,2,0,0,1,0,Proto-oncogene tyrosine-protein kinase Src,SIGNALING PROTEIN,SRC_HUMAN,NONE,NONE,Hypercalcemia;Cancer;Osteoporosis;Cerebrovascular ischemia;Bone metastases;Metastasis;Solid tumor,,,,"
"
1d4d_v,4,2.886,0.7216,1.04017,0,3,0,0,1,0,Fumarate reductase flavoprotein subunit,NONE,P83223,Energy production and conversion,NONE,NONE,,,,"
"
3pax_v,4,2.885,0.7212,1.04138,1,2,1,0,0,0,Poly [ADP-ribose] polymerase 1,NONE,P26446,Involved in DNA binding,NONE,NONE,,,,"
"
1r2r_v,4,2.883,0.7206,1.18278,0,3,1,0,0,0,Triosephosphate isomerase,NONE,P00939,Involved in catalytic activity,NONE,For the symptomatic relief of patients with interstitial cystitis.,,,,"
"
1tl2_v,4,2.882,0.7205,1.21191,0,2,2,0,0,0,Tachylectin-2,NONE,Q27084,Lectin that binds specifically to N-acetylglucosamine and N-acetylgalactosamine. Is part of the innate immunity host defense system of the horseshoe crab.,NONE,NONE,,,,"
"
1phw_v,4,2.881,0.7203,0.767766,0,3,0,0,1,0,2-dehydro-3-deoxyphosphooctonate aldolase,NONE,P0A715,Synthesis of KDO 8-P which is required for lipid A maturation and cellular growth.,NONE,NONE,,,,"
"
1gqt_v,4,2.88,0.7199,1.204,0,2,2,0,0,0,Ribokinase,NONE,P0A9J6,Carbohydrate transport and metabolism,NONE,NONE,,,,"
"
1vkf_v,3,2.158,0.7194,-0.91799,0,3,0,0,0,0,Glycerol uptake operon antiterminator-related protein,NONE,Q9X1F0,Involved in transcription regulator activity,NONE,NONE,,,,"
"
2qwj_v,4,2.877,0.7191,1.19203,0,3,1,0,0,0,Neuraminidase,NONE,P03472,"Catalyzes the removal of terminal sialic acid residues from viral and cellular glycoconjugates. Cleaves off the terminal sialic acids on the glycosylated HA during virus budding to facilitate virus release. Additionally helps virus spread through the circulation by further removing sialic acids from the cell surface. These cleavages prevent self-aggregation and ensure the efficient spread of the progeny virus from cell to cell. Otherwise, infection would be limited to one round of replication. Described as a receptor-destroying enzyme because it cleaves a terminal sialic acid from the cellular receptors. May facilitate viral invasion of the upper airways by cleaving the sialic acid moities on the mucin of the airway epithelial cells. Likely to plays a role in the budding process through its association with lipid rafts during intracellular transport. May additionally display a raft-association independent effect on budding. Plays a role in the determination of host range restriction on replication and virulence. Sialidase activity in late endosome/lysosome traffic seems to enhance virus replication",NONE,NONE,,,,"
"
1f9g_v,4,2.871,0.7178,1.11953,0,3,1,0,0,0,Hyaluronate lyase,NONE,Q54873,Involved in hyaluronidase activity,NONE,"Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent.",,,,"
"
1giu_v,4,2.865,0.7162,0.959764,0,2,2,0,0,0,Ribosome-inactivating protein alpha-trichosanthin,NONE,P09989,Involved in rRNA N-glycosylase activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1qfl_v,4,2.855,0.7138,1.10866,1,2,1,0,0,0,Acetyl-CoA acetyltransferase,NONE,P07097,Lipid transport and metabolism,NONE,NONE,,,,"
"
1tdj_v,4,2.854,0.7136,0.471277,1,2,0,0,1,0,Threonine dehydratase biosynthetic,NONE,P04968,"Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA.",NONE,NONE,,,,"
"
1gte_v,7,4.984,0.712,1.96838,0,5,2,0,0,0,Dihydropyrimidine dehydrogenase [NADP+],NONE,Q12882,Amino acid transport and metabolism,NONE,For treatment of HIV AIDS,,,,"
"
2cts_v,4,2.842,0.7105,0.870357,0,3,0,0,1,0,"Citrate synthase, mitochondrial",NONE,P00889,Energy production and conversion,NONE,NONE,,,,"
"
1q8m_v,3,2.124,0.708,-0.890377,1,2,0,0,0,0,Triggering receptor expressed on myeloid cells 1,NONE,Q9NP99,Involved in immune triggering activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
5gal_v,4,2.828,0.707,1.02845,0,4,0,0,0,0,Galectin-7,LECTIN,LEG7_HUMAN,Could be involved in cell-cell and/or cell-matrix interactions necessary for normal growth control. Pro-apoptotic protein that functions intracellularly upstream of JNK activation and cytochrome c release.,NONE,NONE,,,,"
"
1tlz_v,4,2.826,0.7065,1.03062,0,3,0,0,0,1,Nucleoside-specific channel-forming protein tsx precursor,NONE,P0A927,Cell wall/membrane/envelope biogenesis,NONE,NONE,,,,"
"
1yxu_v,4,2.825,0.7062,0.776474,0,4,0,0,0,0,Proto-oncogene serine/threonine-protein kinase Pim-1,TRANSFERASE,PIM1_HUMAN,Plays a role in signal transduction in blood cells. Contributes to both cell proliferation and survival and thus provide a selective advantage in tumorigenesis. May affect the structure or silencing of chromatin by phosphorylating HP1 gamma/CBX3.,NONE,Cancer,,,,"
"
1mvn_v,4,2.823,0.7058,1.02592,1,3,0,0,0,0,Phosphopantothenoylcysteine decarboxylase,NONE,Q9SWE5,"Involved in plant growth and salt and osmotic tolerance. Catalyzes the decarboxylation of 4'-phosphopantothenoylcysteine to 4'-phosphopantetheine, a key step in coenzyme A biosynthesis. The enzyme is also able to decarboxylate pantothenoylcysteine to pantothenoylcysteamine.",NONE,NONE,,,,"
"
1k59_v,4,2.814,0.7034,0.732451,0,4,0,0,0,0,Angiogenin,HYDROLASE,ANGI_HUMAN,"May function as a tRNA-specific ribonuclease that binds to actin on the surface of endothelial cells; once bound, angiogenin is endocytosed and translocated to the nucleus, thereby promoting the endothelial invasiveness necessary for blood vessel formatio","Defects in ANG are the cause of susceptibility to amyotrophic lateral sclerosis type 9 (ALS9) [MIM:611895]. ALS is a degenerative disorder of motor neurons in the cortex, brain stem and spinal cord. ALS is characterized by muscular weakness and atrophy.",NONE,,,,"
"
1ik7_v,4,2.812,0.7031,1.02328,0,3,0,1,0,0,Probable serine/threonine-protein kinase pelle,NONE,Q05652,Involved in protein binding,NONE,NONE,,,,"
"
2eeo_v,4,2.81,0.7026,0.529842,0,3,0,0,1,0,Aspartate 1-decarboxylase,NONE,Q5SKN7,Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine.,NONE,NONE,,,,"
"
1bjq_v,4,2.81,0.7024,0.50287,0,3,1,0,0,0,Seed lectin subunit I,NONE,P05045,Involved in sugar binding,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1cs1_v,4,2.809,0.7021,0.678144,0,4,0,0,0,0,Cystathionine gamma-synthase,NONE,P00935,Involved in pyridoxal phosphate binding,NONE,NONE,,,,"
"
4hmg_v,4,2.804,0.701,0.911377,0,3,1,0,0,0,Hemagglutinin,NONE,P03437,Involved in host cell surface receptor binding,NONE,NONE,,,,"
"
1gtz_v,5,3.501,0.7003,3.39803,0,4,1,0,0,0,3-dehydroquinate dehydratase,NONE,P15474,Amino acid transport and metabolism,NONE,NONE,,,,"
"
1k2i_v,4,2.799,0.6998,0.817352,1,3,0,0,0,0,Chymotrypsinogen A,NONE,P00766,Involved in protease activity,NONE,NONE,,,,"
"
1xpj_v,4,2.794,0.6986,0.748363,0,3,1,0,0,0,Hypothetical protein VC0232,NONE,Q9KVB4,NONE,NONE,NONE,,,,"
"
1q44_v,4,2.787,0.6968,0.766107,0,4,0,0,0,0,Flavonol sulfotransferase-like,NONE,P52839,Involved in sulfotransferase activity,NONE,NONE,,,,"
"
1s1j_v,4,2.784,0.696,0.598715,2,2,0,0,0,0,Cell division protein zipA,CELL CYCLE,ZIPA_ECOLI,"Interacts directly with the cell division protein ftsZ. Probable receptor for the septal ring structure, may anchor it to the inner-membrane.",NONE,Bacterial infection,,,,"
"
1fa9_v,4,2.774,0.6935,0.804141,0,2,2,0,0,0,"Glycogen phosphorylase, liver form",NONE,P06737,Carbohydrate transport and metabolism,NONE,For nutritional supplementation and for treating dietary shortage or imbalance.,,,,"
"
1az1_v,4,2.774,0.6935,0.787169,1,3,0,0,0,0,Aldose reductase,OXIDOREDUCTASE,ALDR_HUMAN,Catalyzes the NADPH-dependent reduction of a wide variety of carbonyl-containing compounds to their corresponding alcohols with a broad range of catalytic efficiencies.,"In diabetes and galactosemia, increased AR activity leads to high levels of sorbitol and galactitol, respectively, in the cells of many tissues. Accumulation of sugar alcohols has been shown to cause osmotic cataracts in the lens. AR is also thought to play a key role in diabetic complications of three other target tissues, namely, nerve, kidney and retina.",Neuropathy;Diabetic neuropathy;Diabetic foot ulcer;Diabetic complication;Diabetic nephropathy;Retinopathy;Ocular disease;Central nervous system disease;Diabetic retinopathy;Diabetes mellitus;Diabetic cataract;Cataract,,,,"
"
1jh8_v,4,2.771,0.6929,0.569175,0,2,2,0,0,0,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,NONE,A9MTA4,"Catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide (NAMN) and 5,6-dimethylbenzimidazole (DMB).",NONE,NONE,,,,"
"
1vhz_v,3,2.078,0.6926,-1.17732,0,3,0,0,0,0,ADP compounds hydrolase nudE,NONE,P45799,Involved in hydrolase activity,NONE,NONE,,,,"
"
1obl_v,4,2.763,0.6907,0.331387,0,3,0,0,1,0,Malonamidase E2,NONE,Q9ZIV5,"Involved in carbon-nitrogen ligase activity, with glutamine as amido-N-donor",NONE,NONE,,,,"
"
1d7b_v,4,2.753,0.6883,0.826979,0,4,0,0,0,0,Cellobiose dehydrogenase,NONE,Q01738,Amino acid transport and metabolism,NONE,NONE,,,,"
"
1d8c_v,4,2.753,0.6882,0.682054,0,2,2,0,0,0,Malate synthase G,NONE,P37330,Energy production and conversion,NONE,NONE,,,,"
"
1u1w_v,4,2.752,0.688,0.629606,1,3,0,0,0,0,Phenazine biosynthesis protein phzF,NONE,Q51792,Involved in antibiotic biosynthesis activity,NONE,NONE,,,,"
"
1f8i_v,4,2.751,0.6876,0.160312,0,3,0,0,1,0,Isocitrate lyase,NONE,P0A5H3,Energy production and conversion,NONE,NONE,,,,"
"
1g93_v,4,2.743,0.6858,0.514851,0,2,2,0,0,0,"N-acetyllactosaminide alpha-1,3-galactosyltransferase",NONE,P14769,"Involved in transferase activity, transferring hexosyl groups",NONE,NONE,,,,"
"
1cg0_v,4,2.742,0.6856,0.324714,0,3,0,0,1,0,Adenylosuccinate synthetase,NONE,P0A7D4,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
2w6m_v,4,2.741,0.6853,0.783556,1,2,1,0,0,0,Biotin carboxylase,NONE,P24182,"This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA.",NONE,NONE,,,,"
"
1nrg_v,4,2.724,0.6811,0.311354,0,3,0,0,1,0,Pyridoxine-5-phosphate oxidase,NONE,Q9NVS9,Coenzyme transport and metabolism,NONE,For nutritional supplementation and for treating dietary shortage or imbalance.,,,,"
"
1i05_v,3,2.042,0.6807,-1.0219,1,1,1,0,0,0,Major urinary protein 6,NONE,P02762,Binds pheromones that are released from drying urine of males. These pheromones affect the sexual behavior of females.,NONE,NONE,,,,"
"
1v0h_v,4,2.717,0.6793,0.631084,1,2,1,0,0,0,Ascorbate peroxidase,NONE,Q43758,Involved in peroxidase activity,NONE,"Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent.",,,,"
"
1t6c_v,4,2.713,0.6783,0.534534,2,2,0,0,0,0,Exopolyphosphatase,NONE,O67040,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
2b3k_v,3,2.03,0.6768,-1.1396,0,2,1,0,0,0,Methionine aminopeptidase 1,HYDROLASE,AMPM1_HUMAN,Removes the amino-terminal methionine from nascent proteins (By similarity).,NONE,NONE,,,,"
"
1gjm_v,4,2.703,0.6757,0.344884,2,2,0,0,0,0,Camphor 5-monooxygenase,NONE,P00183,"Secondary metabolites biosynthesis, transport and catabolism",NONE,For the relief of nicotine withdrawal symptoms and as an aid to smoking cessation.,,,,"
"
2sn3_v,4,2.7,0.6749,0.52925,2,2,0,0,0,0,Toxin CsEv3,NONE,P01494,Involved in sodium channel inhibitor activity,NONE,NONE,,,,"
"
1yad_v,3,2.018,0.6726,-1.43608,0,3,0,0,0,0,Regulatory protein tenI,NONE,P25053,Coenzyme transport and metabolism,NONE,NONE,,,,"
"
1t7q_v,4,2.69,0.6725,0.659423,0,2,1,1,0,0,Carnitine O-acetyltransferase,NONE,P47934,Involved in acyltransferase activity,NONE,NONE,,,,"
"
1t7v_v,4,2.688,0.6719,0.657411,0,3,1,0,0,0,Zinc-alpha-2-glycoprotein,LIPID BINDING PROTEIN,ZA2G_HUMAN,Stimulates lipid degradation in adipocytes and causes the extensive fat losses associated with some advanced cancers. May bind polyunsaturated fatty acids.,NONE,NONE,,,,"
"
1mud_v,4,2.687,0.6718,0.11691,0,3,1,0,0,0,A/G-specific adenine glycosylase,NONE,P17802,Involved in catalytic activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1xlv_v,3,2.015,0.6716,-1.10808,1,2,0,0,0,0,Cholinesterase,HYDROLASE,CHLE_HUMAN,NONE,"Defects in BCHE are the cause of butyrylcholinesterase deficiency (BChE deficiency) [MIM:177400]. BChE deficiency is a metabolic disorder characterized by prolonged apnoea after the use of certain anesthetic drugs, including the muscle relaxants succinylcholine or mivacurium and other ester local anesthetics. The duration of the prolonged apnoea varies significantly depending on the extent of the enzyme deficiency. BChE deficiency is a multifactorial disorder. The hereditary condition is transmitted as an autosomal recessive trait.","Neurotoxicity, drug-induced;Toxicity;Alzheimers disease",,,,"
"
1k7s_v,4,2.675,0.6687,0.179137,2,2,0,0,0,0,Iron(3+)-hydroxamate-binding protein fhuD,NONE,P07822,Inorganic ion transport and metabolism,NONE,NONE,,,,"
"
1jc9_v,4,2.667,0.6667,0.536525,0,2,2,0,0,0,Techylectin-5A,NONE,Q9U8W8,"Lectin involved in innate immunity. Agglutinates all types of human erythrocytes, Gram-positive and Gram-negative bacteria. Has a stronger agglutinating activity towards Gram-negative bacteria than towards Gram-positive bacteria. Specifically recognizes acetyl group-containing substances on agglutinated cells. The hemagglutinating activity was inhibited by EDTA, acetyl group-containing mono- and disaccharides, N-acetyl derivatives of amino acids, other acetyl group-containing substances, propionamide and benzamide. Enhances the antimicrobial activity of big defensin against Gram-positive bacteria but not against Gram-negative bacteria.",NONE,NONE,,,,"
"
1djo_v,4,2.665,0.6662,0.471069,0,3,0,1,0,0,Glutaminase-asparaginase,NONE,P10182,NONE,NONE,NONE,,,,"
"
1e1v_v,4,2.66,0.6651,0.25064,1,2,1,0,0,0,Cell division protein kinase 2,NONE,P24941,Involved in protein kinase activity,NONE,NONE,,,,"
"
5eug_v,4,2.655,0.6638,0.597353,0,2,2,0,0,0,Uracil-DNA glycosylase,NONE,P12295,Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine.,NONE,NONE,,,,"
"
1jz6_v,5,3.312,0.6625,1.23113,0,3,2,0,0,0,Beta-galactosidase,NONE,P00722,Carbohydrate transport and metabolism,NONE,For the symptomatic relief of patients with interstitial cystitis.,,,,"
"
1g0i_v,4,2.645,0.6611,0.326746,0,2,2,0,0,0,Inositol-1-monophosphatase,NONE,Q57573,Carbohydrate transport and metabolism,NONE,NONE,,,,"
"
1uzr_v,4,2.644,0.661,-0.203529,0,3,0,0,1,0,Ribonucleoside-diphosphate reductase subunit beta,NONE,Q9CBQ2,Involved in oxidoreductase activity,NONE,NONE,,,,"
"
1hgy_v,5,3.303,0.6607,2.08841,0,4,1,0,0,0,Exoglucanase 2,NONE,P07987,"Involved in hydrolase activity, hydrolyzing O-glycosyl compounds",NONE,NONE,,,,"
"
1xvw_v,4,2.642,0.6604,0.649637,0,3,0,1,0,0,Putative peroxiredoxin Rv2238c/MT2298,NONE,P65688,NONE,NONE,NONE,,,,"
"
1xry_v,4,2.641,0.6603,0.432089,2,1,1,0,0,0,Bacterial leucyl aminopeptidase,NONE,Q01693,Involved in peptidase activity,NONE,NONE,,,,"
"
