assocID,Disease,Disease_CUI,Gene_Symbol,Entrez_Gene_ID,Ensembl_Gene_ID,Gene_Description,Gene_Type,Raw_GDA_Score,Normalized_Score,N_PMIDs,First_Ref_Year,Last_Ref_Year,EI,DSI,DPI,Evidence_Origin,Has_Human_TextMining,Has_Model_TextMining,Broad_Ischemic_Stroke_Present,Broad_Raw_GDA_Score,Broad_N_PMIDs,Evidence_Tier,Protein_Coding_for_STRING,Human_Literature_Extended_Eligible,Conservative_EI_Eligible,Recommended_Use,Association_Role,Caution,Score_Breakdown
2670_C5392833,Acute Ischemic Stroke,C5392833,GFAP,2670,ENSG00000131095,glial fibrillary acidic protein,protein-coding,0.3,0.1935483870967742,11,2006,2026,0.9090909090909092,0.38,0.92,Human_text_mining_only,TRUE,FALSE,TRUE,0.45,23,Primary_raw_score_ge_0.30,TRUE,TRUE,TRUE,Main_DisGeNET_AIS_set,Glial injury biomarker,Literature-mined AIS association; not causal or therapeutic validation.,Total: 0.3 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=11; weight=0.3
3479_C5392833,Acute Ischemic Stroke,C5392833,IGF1,3479,ENSG00000017427,insulin like growth factor 1,protein-coding,0.25,0.1612903225806451,6,2014,2022,1,0.31,0.92,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.45,33,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=6; weight=0.2"
23411_C5392833,Acute Ischemic Stroke,C5392833,SIRT1,23411,ENSG00000096717,sirtuin 1,protein-coding,0.25,0.1612903225806451,5,2018,2024,0.8,0.38,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,10,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=5; weight=0.2"
1471_C5392833,Acute Ischemic Stroke,C5392833,CST3,1471,ENSG00000101439,cystatin C,protein-coding,0.25,0.1612903225806451,4,2015,2019,1,0.43,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.3,4,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=4; weight=0.2"
4137_C5392833,Acute Ischemic Stroke,C5392833,MAPT,4137,ENSG00000186868,microtubule associated protein tau,protein-coding,0.25,0.1612903225806451,4,2006,2020,1,0.38,0.92,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.45,10,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=4; weight=0.2"
406947_C5392833,Acute Ischemic Stroke,C5392833,MIR155,406947,ENSG00000283904,microRNA 155,ncRNA,0.25,0.1612903225806451,4,2021,2026,1,0.4,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.2,5,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=4; weight=0.2"
4313_C5392833,Acute Ischemic Stroke,C5392833,MMP2,4313,ENSG00000087245,matrix metallopeptidase 2,protein-coding,0.25,0.1612903225806451,4,2014,2025,0.75,0.34,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.45,11,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,FALSE,Human_literature_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=4; weight=0.2"
100506658_C5392833,Acute Ischemic Stroke,C5392833,OCLN,100506658,ENSG00000197822,occludin,protein-coding,0.25,0.1612903225806451,4,2018,2025,1,0.48,0.92,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,6,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=4; weight=0.2"
7099_C5392833,Acute Ischemic Stroke,C5392833,TLR4,7099,ENSG00000136869,toll like receptor 4,protein-coding,0.25,0.1612903225806451,4,2014,2026,1,0.33,0.92,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.45,35,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=4; weight=0.2"
51129_C5392833,Acute Ischemic Stroke,C5392833,ANGPTL4,51129,ENSG00000167772,angiopoietin like 4,protein-coding,0.25,0.1612903225806451,3,2021,2025,1,0.47,0.83,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.3,3,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=3; weight=0.2"
361_C5392833,Acute Ischemic Stroke,C5392833,AQP4,361,ENSG00000171885,aquaporin 4,protein-coding,0.25,0.1612903225806451,3,2020,2024,1,0.43,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,16,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=3; weight=0.2"
1742_C5392833,Acute Ischemic Stroke,C5392833,DLG4,1742,ENSG00000132535,discs large MAGUK scaffold protein 4,protein-coding,0.25,0.1612903225806451,3,2020,2023,1,0.54,0.83,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.2,2,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=3; weight=0.2"
22839_C5392833,Acute Ischemic Stroke,C5392833,DLGAP4,22839,ENSG00000080845,DLG associated protein 4,protein-coding,0.25,0.1612903225806451,3,2019,2023,1,0.65,0.58,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.25,2,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=3; weight=0.2"
494336_C5392833,Acute Ischemic Stroke,C5392833,MIR424,494336,ENSG00000284231,microRNA 424,ncRNA,0.25,0.1612903225806451,3,2013,2024,1,0.54,0.75,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.2,2,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=3; weight=0.2"
8737_C5392833,Acute Ischemic Stroke,C5392833,RIPK1,8737,ENSG00000137275,receptor interacting serine/threonine kinase 1,protein-coding,0.25,0.1612903225806451,3,2020,2024,1,0.47,0.79,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.25,5,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=3; weight=0.2"
11035_C5392833,Acute Ischemic Stroke,C5392833,RIPK3,11035,ENSG00000129465,receptor interacting serine/threonine kinase 3,protein-coding,0.25,0.1612903225806451,3,2020,2024,1,0.49,0.83,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.25,5,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=3; weight=0.2"
59272_C5392833,Acute Ischemic Stroke,C5392833,ACE2,59272,ENSG00000130234,angiotensin converting enzyme 2,protein-coding,0.25,0.1612903225806451,2,2013,2016,1,0.41,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,8,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
140_C5392833,Acute Ischemic Stroke,C5392833,ADORA3,140,ENSG00000282608,adenosine A3 receptor,protein-coding,0.25,0.1612903225806451,2,2017,2022,1,0.56,0.79,Human_and_model_text_mining,TRUE,TRUE,FALSE,,,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
60674_C5392833,Acute Ischemic Stroke,C5392833,GAS5,60674,ENSG00000234741,growth arrest specific 5,ncRNA,0.25,0.1612903225806451,2,2022,2025,1,0.48,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,10,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
6936_C5392833,Acute Ischemic Stroke,C5392833,GCFC2,6936,ENSG00000005436,GC-rich sequence DNA-binding factor 2,protein-coding,0.25,0.1612903225806451,2,2012,2022,1,0.73,0.63,Human_and_model_text_mining,TRUE,TRUE,FALSE,,,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
51206_C5392833,Acute Ischemic Stroke,C5392833,GP6,51206,ENSG00000088053,glycoprotein VI platelet,protein-coding,0.25,0.1612903225806451,2,2011,2021,1,0.57,0.79,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.25,9,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
3026_C5392833,Acute Ischemic Stroke,C5392833,HABP2,3026,ENSG00000148702,hyaluronan binding protein 2,protein-coding,0.25,0.1612903225806451,2,2016,2022,1,0.58,0.71,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.25,7,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
3066_C5392833,Acute Ischemic Stroke,C5392833,HDAC2,3066,ENSG00000196591,histone deacetylase 2,protein-coding,0.25,0.1612903225806451,2,2020,2025,1,0.46,0.92,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.25,4,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
25831_C5392833,Acute Ischemic Stroke,C5392833,HECTD1,25831,ENSG00000092148,HECT domain E3 ubiquitin protein ligase 1,protein-coding,0.25,0.1612903225806451,2,2019,2023,1,0.66,0.63,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.15,1,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
4035_C5392833,Acute Ischemic Stroke,C5392833,LRP1,4035,ENSG00000123384,LDL receptor related protein 1,protein-coding,0.25,0.1612903225806451,2,2025,2026,1,0.45,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.25,4,Extended_PC_0.20_to_lt_0.30,TRUE,TRUE,TRUE,Conservative_sensitivity_only,,Below the primary raw-score threshold; do not merge into the strict set without labeling.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
378938_C5392833,Acute Ischemic Stroke,C5392833,MALAT1,378938,ENSG00000251562,metastasis associated lung adenocarcinoma transcript 1,ncRNA,0.25,0.1612903225806451,2,2020,2025,1,0.43,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,13,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
406906_C5392833,Acute Ischemic Stroke,C5392833,MIR122,406906,ENSG00000284440,microRNA 122,ncRNA,0.25,0.1612903225806451,2,2014,2021,1,0.48,0.83,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.25,6,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
574452_C5392833,Acute Ischemic Stroke,C5392833,MIR494,574452,ENSG00000194717,microRNA 494,ncRNA,0.25,0.1612903225806451,2,2020,2025,1,0.53,0.83,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,3,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
